Title,Source,Content,Result
ورود موج بارشی جدید به کشور از روز امشب!,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",ورود موج بارشی جدید به کشور از روز امشب! 🔺از امشب شاهد ورود موج بارشی جدیدی به کشور خواهیم بود که بسیاری از نقاط استان های شمال غربی، غربی و شمالی کشور را تحت تاثیر قرار خواهد داد. 🔺با ورود این موج بارشی شاهد بارش های ضعیفی در استان های شمال غربی، غربی و دامنه‌های البرز خواهیم بود. 🔺شدت بارش ها در استان های گیلان و مازندران بیشتر بوده و بارش های خوبی را در بسیاری از نقاط این دو استان خواهیم داشت . #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: امدادی
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره احتمال تعطیلی مدارس و ادارات خوزستان ضروری است.
4. محله: نامشخص
"
در خوزستان هم انتخابات میان‌دوره‌ای مجلس خبرگان برگزار می‌شود🔹سخنگوی شورای نگهبان: با توجه به [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",در خوزستان هم انتخابات میان‌دوره‌ای مجلس خبرگان برگزار می‌شود 🔹سخنگوی شورای نگهبان: با توجه به درگذشت آیت‌الله سیدعلی شفیعی نمایندۀ مردم خوزستان در مجلس خبرگان رهبری، شورای نگهبان با برگزاری انتخابات میان‌دوره‌ای مجلس خبرگان در روز جمعه ۱۱ اردیبهشت‌ در این استان موافقت کرد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: انتخابات میان‌دوره‌ای مجلس خبرگان در خوزستان روز جمعه ۱۱ اردیبهشت برگزار می‌شود.
4. محله: نامشخص"
[Video] 🎥 پزشکیان: مردم ناراضی هستند؛ ما مقصریم دنبال آمریکا نگردید#اطلاع_رسانی_کنید ✅ اخبار [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🎥 پزشکیان: مردم ناراضی هستند؛ ما مقصریم دنبال آمریکا نگردید #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس، ادارات و دانشگاه‌های خوزستان ضروری است.
4. محله: نامشخص"
سامانه بارشی جدید در خوزستان🔹 اداره‌کل هواشناسی استان خوزستان در اطلاعیه‌ای با صدور هشدار سطح [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",سامانه بارشی جدید در خوزستان 🔹 اداره‌کل هواشناسی استان خوزستان در اطلاعیه‌ای با صدور هشدار سطح زرد شماره ۵۱ مورخ ۱۱ دی‌ماه ۱۴۰۴ اعلام کرد فعالیت سامانه بارشی از اواخر وقت امروز آغاز و تا اواخر وقت روز شنبه ادامه خواهد داشت. 🔹 مناطق شمال‌غربی شمالی شمال‌شرقی شرقی و تا حدودی مرکزی استان تحت تأثیر این سامانه قرار می‌گیرند و رگبار باران رعدوبرق بارش برف در ارتفاعات وزش باد کاهش دما به‌ویژه پس از بارندگی و مه‌گرفتگی از پیامدهای آن خواهد بود. در بخش‌های مرکزی استان نیز احتمال بارش‌های پراکنده وجود دارد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: Medium
3. اقدام: به شهروندان توصیه می‌شود آمادگی لازم برای مواجهه با رگبار باران، رعدوبرق و کاهش دما را داشته باشند.
4. محله: نامشخص"
♦️گوشت وارداتی زیر قیمت بازار آمد🔹«گوشت گوسالۀ گرم وارداتی کیلویی ۷۹۵ هزار تومان در میادین می [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️گوشت وارداتی زیر قیمت بازار آمد 🔹«گوشت گوسالۀ گرم وارداتی کیلویی ۷۹۵ هزار تومان در میادین میوه‌وتره‌بار به فروش می‌رسد». 🔹مشکلات کمبود نهادۀ تولیدکنندگان داخلی و حذف ارز ترجیحی و مشکل تخصیص ارز برای وارد کنندگان ۲ عاملی بود که در چند ماه گذشته گوشت را به بیش از یک میلیون تومان رساند. 🔹حال گوشت منجمد وارداتی حدود ۱۰۰ هزار تومان کمتر از گوشت گرم هم در میادین برای تعادل قیمت عرضه می‌شود. 🔹در کنار این‌ها مرغ به نرخ مصوب ۱۳۵ هزار تومان هم نسبت به قبل وضعیت بهتری دارد و مرغ منجمد ۱۰ هزار تومان با قیمت پایین‌تر در میادین عرضه می‌شود. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: عرضه گوشت و مرغ با قیمت پایین‌تر در میادین میوه و تره‌بار برای تعادل بازار.
4. محله: نامشخص"
🔥 توقیف ۳ تن مواد غذایی تاریخ مصرف گذشته از شرکت‌های پخش در شرق اهواز🔹رئیس مرکز بهداشت شرق ا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥 توقیف ۳ تن مواد غذایی تاریخ مصرف گذشته از شرکت‌های پخش در شرق اهواز 🔹رئیس مرکز بهداشت شرق اهواز ازز کشف و توقیف ۳ تن مواد غذایی تاریخ مصرف گذشته از شرکت‌های پخش مواد غذایی در این منطقه توسط کارشناسان بهداشت محیط خبر داد. 🔹 مردانی در این خصوص اظهار داشت: این محموله طی بازرسی‌های مستمر و هدفمند کارشناسان بهداشت محیط از مراکز نگهداری و توزیع مواد غذایی شناسایی و توقیف شد. مواد غذایی کشف شده به دلیل پایان تاریخ مصرف و عدم رعایت ضوابط و استانداردهای بهداشتی، قابلیت مصرف نداشته و تهدیدی جدی برای سلامت شهروندان به‌شمار می‌رفت. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: بهداشت
2. اولویت: High
3. اقدام: توقیف مواد غذایی تاریخ مصرف گذشته برای حفظ سلامت شهروندان انجام شده است.
4. محله: شرق اهواز"
[Video] پزشکیان : دلار 70 تومنی هم نمیدیم خود ما بستر دزدی را فراهم کرده ایمهر کس دلار ۷۰ تومن [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",پزشکیان : دلار 70 تومنی هم نمیدیم خود ما بستر دزدی را فراهم کرده ایم هر کس دلار ۷۰ تومنی گرفته رانت بوده #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره اخبار تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص
"
[Photo] 🔺نرخ معاملات طلا و سکه و ارز در بازار امروز#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔺نرخ معاملات طلا و سکه و ارز در بازار امروز #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره نرخ طلا، سکه و ارز و همچنین اخبار تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص"
♦️دادستان کوهدشت از بازداشت ۲۰ نفر در جریان اغتشاش شب گذشته خبر داد🔹‌دادستان عمومی و انقلاب ش [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️دادستان کوهدشت از بازداشت ۲۰ نفر در جریان اغتشاش شب گذشته خبر داد 🔹‌دادستان عمومی و انقلاب شهرستان کوهدشت لرستان: در پی اغتشاشات اخیر و اقدامات خرابکارانه از جمله سنگ‌پرانی به سمت مأمورین، ۱۳ مأمور زخمی شدند، یک بسیجی بر اثر جراحات شدید به شهادت رسید و ۲۰ نفر دستگیر شدند./میزان #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: شهری
2. اولویت: High
3. اقدام: رسیدگی به اغتشاشات و دستگیری عاملان تخریب و خشونت.
4. محله: نامشخص"
[Photo] 📸منظره ای زیبا از جاده برفی امام زاده عبدالله شهرستان صیدون#اطلاع_رسانی_کنید ✅ اخبار [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",📸منظره ای زیبا از جاده برفی امام زاده عبدالله شهرستان صیدون #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Low
3. اقدام: اطلاع‌رسانی وضعیت جاده‌های برفی به شهروندان.
4. محله: کوت عبدالله
"
[Video] ایستادگی پلیسی که اغتشاشگران در کوهدشت سروصورتش را به آتش کشیدند#اطلاع_رسانی_کنید ✅ ا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",ایستادگی پلیسی که اغتشاشگران در کوهدشت سروصورتش را به آتش کشیدند #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس، ادارات و دانشگاه‌های خوزستان ضروری است.
4. محله: نامشخص"
♦️اگر فوتبال خوزستان آسیب ببیند تیم ملی ضربه می‌خورد🔹رئیس فدراسیون فوتبال با تأکید بر اهمیت خ [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️اگر فوتبال خوزستان آسیب ببیند تیم ملی ضربه می‌خورد 🔹رئیس فدراسیون فوتبال با تأکید بر اهمیت خوزستان در فوتبال کشور هشدار داد کاهش رونق فوتبال در این استان می‌تواند ضربه سنگینی به تمامی رده‌های تیم ملی از نوجوانان تا بزرگسالان و بانوان وارد کند. 🔹فولاد خوزستان، استقلال خوزستان، صنعت نفت آبادان و نفت مسجدسلیمان سابقه‌ای طولانی و سهمی بسزا در فوتبال کشور دارند و خوزستان همواره یکی از فوتبالی‌ترین استان‌های ایران بوده است. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: بررسی وضعیت فوتبال خوزستان برای جلوگیری از آسیب به تیم ملی ضروری است.
4. محله: نامشخص
"
[Photo] آسمان شوشتر 😍#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",آسمان شوشتر 😍 #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: اطلاع‌رسانی
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات خوزستان از طریق لینک‌های ارائه شده.
4. محله: نامشخص"
[Video] 🎥بارش برف سنگین در منطقه چاونی بالایی از توابع بخش الوارگرمسیری شهرستان اندیمشک#اطلاع [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🎥بارش برف سنگین در منطقه چاونی بالایی از توابع بخش الوارگرمسیری شهرستان اندیمشک #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات خوزستان به دلیل بارش برف سنگین.
4. محله: نامشخص"
♦️واریز دو مرحله یارانه رفع سوءتغذیه کودکان زیر ۵ سالمعاون اقتصادی وزارت رفاه:🔹امروز در مجموع [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️واریز دو مرحله یارانه رفع سوءتغذیه کودکان زیر ۵ سال معاون اقتصادی وزارت رفاه: 🔹امروز در مجموع دو مرحله دی و بهمن، مبلغ ۲ میلیون و ۶۰۰ هزار تومان به حساب سرپرستان خانوار دهک‌های یک تا پنج و مبلغ یک میلیون و ۶۰۰ هزار تومان به حساب سرپرستان خانوار دهک‌های ۶ و ۷ در قالب طرح رفع سوءتغذیه کودکان زیر ۵ سال واریز شد. 🔹دی ماه هم حساب سرپرستان خانوار مشمول طرح یسنا شارژ می‌شود. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: واریز یارانه برای رفع سوءتغذیه کودکان زیر ۵ سال انجام شد.
4. محله: نامشخص"
[Video] یه روز آفتابی در باغملک😍#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه ه [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",یه روز آفتابی در باغملک😍 #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس، ادارات و دانشگاه‌های خوزستان در حال انجام است.
4. محله: نامشخص
"
🔻🔺دمای کمینه صبح امروز ایستگاههای هواشناسی خوزستان ۱۴۰۴/۱۰/۱۱ :دهدز ۲/۴-ایذه ۰/۲بهبهان ۲/۲فر [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔻🔺دمای کمینه صبح امروز ایستگاههای هواشناسی خوزستان ۱۴۰۴/۱۰/۱۱ : دهدز ۲/۴- ایذه ۰/۲ بهبهان ۲/۲ فرودگاه اهواز ۲/۸ رامشیر ۳ شوش ۳ اميديه ۳/۲ گتوند ۳/۲ بندر هندیجان ۳/۳ هویزه ۳/۳ صفی آباد دزفول ۳/۶ بندر ماهشهر ۳/۶ بستان ۳/۷ شادگان ۳/۹ مسجد سليمان ۳/۹ لالی ۴/۴ کشاورزی اهواز ۵/۲ آبادان ۵/۳ رامهرمز ۵/۴ حسینیه ۵/۵ آغاجاری ۶/۲ شوشتر ۶/۶ #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: محیط زیست
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره‌ی دما و احتمال تعطیلی مدارس و ادارات در خوزستان.
4. محله: نامشخص
"
[Photo] 🌧 پیش‌بینی مجموع بارش تا شنبه ۱۳ دی/ نمای خوزستان 🔷 زمان:⛅️ ورود سامانه: بامداد جمعه [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🌧 پیش‌بینی مجموع بارش تا شنبه ۱۳ دی/ نمای خوزستان 🔷 زمان: ⛅️ ورود سامانه: بامداد جمعه ۱۲ دی 🌦 آغاز بارش باران: صبح جمعه ۱۲ دی 🌧 اوج بارش: از صبح تا ظهر شنبه ۱۳ دی 🌦 خروج سامانه: اواخر شنبه ۱۳ دی ــــــــــــــــــــــــــــــ 🌩 رعدوبرق: ✅ 🌨 تگرگ: ❌ ❄️ برف: ✅ 🌊 آبگرفتگی معابر: ❌ 🌪تندباد: ✅ 🌫 مه‌گرفتگی: ✅ #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: امدادی
2. اولویت: High
3. اقدام: اطلاع‌رسانی به شهروندان در خصوص بارش و احتمال وقوع برف و رعدوبرق ضروری است.
4. محله: نامشخص
"
[Photo] آدم برفی در ارتفاعات منگشت خوزستان❤️#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",آدم برفی در ارتفاعات منگشت خوزستان❤️ #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره احتمال تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص
"
[Photo] راهکارهای فوری برای افزایش امنیت اینترنت اشیا در خانه🔹از تغییر رمزهای پیش‌فرض تا به‌ر [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",راهکارهای فوری برای افزایش امنیت اینترنت اشیا در خانه 🔹از تغییر رمزهای پیش‌فرض تا به‌روزرسانی منظم دستگاه‌ها؛ چند اقدام ساده اما حیاتی که می‌تواند امنیت وسایل هوشمند خانه را در برابر نفوذ بالا ببرد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: تغییر رمزهای پیش‌فرض و به‌روزرسانی دستگاه‌های اینترنت اشیا برای افزایش امنیت ضروری است.
4. محله: نامشخص"
[Photo] ♦️مطالعه جدید: قرارگیری مداوم نوزاد در معرض نمایشگر می‌تواند منجر به اضطراب در نوجوانی [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️مطالعه جدید: قرارگیری مداوم نوزاد در معرض نمایشگر می‌تواند منجر به اضطراب در نوجوانی شود 🔹مطالعه‌ای در سنگاپور نشان می‌دهد که قرار گرفتن طولانی‌مدت کودکان زیر دو سال در معرض صفحه‌نمایش با تغییر در روند تکامل مغز، موجب کندی در تصمیم‌گیری و افزایش علائم اضطراب در دوران نوجوانی می‌شود. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: بهداشت و سلامت
2. اولویت: Medium
3. اقدام: والدین از قرار دادن مداوم نوزادان در معرض نمایشگر خودداری کنند.
4. محله: نامشخص"
[Photo] ♦️جدول لیگ برتر یکدست شد#اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه ها [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️جدول لیگ برتر یکدست شد #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات خوزستان.
4. محله: نامشخص
"
[Photo] 🔺معطل ماندن مصوبه هیئت دولت درباره اصلاح آیین‌نامه انتخاب شهرداران🔹مصوبه هیئت دولت:  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔺معطل ماندن مصوبه هیئت دولت درباره اصلاح آیین‌نامه انتخاب شهرداران 🔹مصوبه هیئت دولت: الحاق رشته‌‌های برق، مکانیک و پزشکی به لیست رشته‌های مرتبط با انتخاب شهردار 🔹در حالی که چندی پیش با هماهنگی بخشی از بدنه دولت و برخی افراد در مجلس، تعداد قابل توجهی از رشته‌های تحصیلی از شرایط احراز صلاحیت شهرداران کلانشهرها حذف شدند، پیگیری‌ها نشان می‌دهد که سید کامل تقوی‌نژاد، دبیر هیئت دولت در تاریخ دهم آبان ۱۴۰۴ و سه روز پس از صدور مصوبه هیئت دولت درباره رفع محدودیت‌های آئین‌نامه اجرایی مرتبط با انتخاب شهردار، طی نامه‌ای به دبیر کمیسیون امنیت ملی دولت، رسما با ابلاغ مصوبه، اقدام برای الحاق رشته‌های تحصیلی برق، مکانیک و پزشکی را به جدول رشته‌های تحصیلی دستور داده است. 🔹اما با گذشت ۲ ماه، هنوز کمیسیون سیاسی و امنیت ملی دولت، اقدامی درباره اجرای مصوبه هیئت دولت انجام نداده است. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: پیگیری اجرای مصوبه هیئت دولت در خصوص الحاق رشته‌های جدید به شرایط انتخاب شهردار ضروری است.
4. محله: نامشخص
"
♦️افزایش ۵۰ درصدی حق عائله‌مندی در بودجه سال آینده🔹بانکی‌پور عضو کمیسیون فرهنگی مجلس: یکی از  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️افزایش ۵۰ درصدی حق عائله‌مندی در بودجه سال آینده 🔹بانکی‌پور عضو کمیسیون فرهنگی مجلس: یکی از مواردی که موجب شد که کمیسیون تلفیق با کلیات بودجه مخالفت کرد میزان افزایش حقوق بود چرا که علاوه بر اینکه میزان افزایش حقوق درصد قابل‌قبولی نبود، حق عائله‌مندی و اولاد هم که بر اساس قانون جوانی جمعیت باید افزایش می‌کرد، با رشد همراه نبود. 🔹پس از نامه رئیس‌جمهور، مقرر شد اصلاحات مدنظر مجلس اعمال شود بنابراین حق عائله‌مندی و حق اولاد براساس قانون جوانی جمعیت افزایش می‌یابد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: افزایش ۵۰ درصدی حق عائله‌مندی در بودجه سال آینده اعمال خواهد شد.
4. محله: نامشخص"
[Photo] 🔥 #هم_اکنون | شهرهای شوشتر، بهبهان، شوش، سوسنگرد، اندیمشک و هندیجان در وضعیت نارنجی   [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥 #هم_اکنون | شهرهای شوشتر، بهبهان، شوش، سوسنگرد، اندیمشک و هندیجان در وضعیت نارنجی  آلودگی هوا قرار دارند. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره وضعیت نارنجی آلودگی هوا و احتمال تعطیلی مدارس و ادارات.
4. محله: نامشخص
"
[Photo] 🌱هر روز خود را با بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ شروع کنید🗓 امروز جمعه🔹۱۲  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🌱هر روز خود را با بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ شروع کنید 🗓 امروز جمعه 🔹۱۲ دی ۱۴۰۴  خورشیدی 🔹۱۲ رجب ۱۴۴۷   قمری 🔹2 ژانویه 2026  میلادی رویدادها: ▪️روز بزرگداشت علامه مصباح یزدی ▪️روز علوم انسانی اسلامی ذکر روز(۱۰۰ مرتبه): 📿 اَللّهُمَّ صَلِّ عَلی مُحَمَّدٍ وَ آلِ مُحَمَّدٍ وَ عَجِّلْ فَرَجَهُمْ - خدایا بر محمد و آل محمد درود فرست و در فرج ایشان تعجیل فرما اوقات شرعی به افق اهواز: 🔸اذان صبح:            05:49 🔸اذان ظهر:             12:19 🔸اذان مغرب:          17:43 🔸نیمه‌شب شرعی:   23:37 #تقویم_روز #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی درباره اوقات شرعی و رویدادهای روز به شهروندان اهواز.
4. محله: نامشخص
"
[Photo] بعد از غذا نخوابید !,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",بعد از غذا نخوابید ! 🔹بدون اینکه فعالیتی برای هضم غذا انجام دهید هرگز به خواب نروید، چرا که این اشتباه زخم معده و تورم معده و گاهی سکته قلبی را به بار می‌آورد #سالم_بمانیم #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: از خوابیدن بلافاصله بعد از غذا خودداری کنید تا از مشکلات گوارشی و قلبی پیشگیری شود.
4. محله: نامشخص
"
[Photo] ورود سامانه بارشی و بارش از غرب تا شمال شرق کشور🔹️با ورود سامانه بارشی از سمت شمال‌غر [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",ورود سامانه بارشی و بارش از غرب تا شمال شرق کشور 🔹️با ورود سامانه بارشی از سمت شمال‌غرب، استان‌های ایلام، قزوین، البرز، تهران، مرکزی، قم، گیلان، مازندران، گلستان، خراسان شمالی و ارتفاعات سمنان و غرب این استان نیز تحت تأثیر سامانه بارشی قرار خواهند گرفت. 🔹️فردا بارش‌ها در استان‌های ساحلی دریای خزر، خراسان شمالی و شمال خراسان رضوی، رخ خواهد داد و در بخش‌هایی از شمال‌غرب و غرب کشور نیز بارش پراکنده انتظار می‌رود. #هواشناسی #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: هواشناسی
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره وضعیت بارش‌ها و احتمال تعطیلی مدارس و ادارات خوزستان ضروری است.
4. محله: نامشخص
"
